attendingphysician,claimid
PHY313661,1
PHY313662,1
PHY313663,1
PHY313665,3
PHY313666,2
PHY313667,1
PHY313671,1
PHY313672,4
PHY313674,3
PHY313675,1
PHY313676,2
PHY313677,2
PHY313678,4
PHY313679,1
PHY313680,3
PHY313681,11
PHY313682,29
PHY313683,8
PHY313684,1
PHY313685,1
PHY313686,2
PHY313687,2
PHY313688,1
PHY313689,1
PHY313691,2
PHY313692,166
PHY313693,2
PHY313694,1
PHY313695,1
PHY313697,11
PHY313698,7
PHY313699,4
PHY313704,25
PHY313705,197
PHY313706,1
PHY313707,1
PHY313710,1
PHY313711,3
PHY313714,1
PHY313715,1
PHY313716,1
PHY313718,1
PHY313720,66
PHY313721,1
PHY313722,1
PHY313725,1
PHY313726,9
PHY313727,18
PHY313729,2
PHY313730,1
PHY313731,1
PHY313732,2
PHY313733,2
PHY313734,1
PHY313736,1
PHY313737,1
PHY313738,17
PHY313739,1
PHY313741,1
PHY313742,4
PHY313746,3
PHY313748,6
PHY313751,7
PHY313752,1
PHY313754,1
PHY313756,52
PHY313758,3
PHY313761,2
PHY313762,3
PHY313763,1
PHY313764,1
PHY313765,1
PHY313767,2
PHY313768,1
PHY313770,2
PHY313771,5
PHY313772,7
PHY313774,1
PHY313775,3
PHY313777,2
PHY313778,4
PHY313779,1
PHY313780,29
PHY313781,1
PHY313783,1
PHY313784,7
PHY313785,1
PHY313786,1
PHY313787,1
PHY313788,2
PHY313789,1
PHY313792,4
PHY313793,2
PHY313794,2
PHY313796,6
PHY313797,2
PHY313799,25
PHY313800,20
PHY313801,1
PHY313804,2
PHY313805,5
PHY313806,1
PHY313808,24
PHY313809,4
PHY313810,1
PHY313811,4
PHY313812,1
PHY313813,9
PHY313816,2
PHY313818,319
PHY313819,31
PHY313820,1
PHY313821,1
PHY313822,2
PHY313824,1
PHY313825,1
PHY313826,1
PHY313828,1
PHY313830,2
PHY313834,1
PHY313835,2
PHY313836,4
PHY313837,1
PHY313838,1
PHY313839,3
PHY313842,5
PHY313844,2
PHY313846,2
PHY313847,3
PHY313848,1
PHY313851,2
PHY313854,1
PHY313855,1
PHY313857,2
PHY313859,1
PHY313860,2
PHY313861,4
PHY313862,2
PHY313863,12
PHY313866,10
PHY313867,24
PHY313869,13
PHY313870,1
PHY313872,2
PHY313873,4
PHY313877,121
PHY313879,15
PHY313880,1
PHY313881,2
PHY313883,4
PHY313884,1
PHY313885,1
PHY313886,8
PHY313887,1
PHY313890,1
PHY313892,5
PHY313894,1
PHY313896,1
PHY313897,1
PHY313902,1
PHY313904,51
PHY313905,2
PHY313907,1
PHY313908,1
PHY313909,1
PHY313911,22
PHY313915,1
PHY313916,27
PHY313920,6
PHY313921,1
PHY313923,5
PHY313925,1
PHY313926,9
PHY313927,39
PHY313930,10
PHY313932,2
PHY313933,35
PHY313934,2
PHY313935,20
PHY313936,1
PHY313938,1
PHY313939,1
PHY313940,1
PHY313941,1
PHY313943,1
PHY313944,4
PHY313945,1
PHY313948,3
PHY313949,1
PHY313950,3
PHY313952,1
PHY313954,1
PHY313955,1
PHY313957,1
PHY313958,1
PHY313960,2
PHY313964,1
PHY313965,1
PHY313970,1
PHY313971,1
PHY313974,6
PHY313975,4
PHY313976,2
PHY313977,1
PHY313978,4
PHY313979,1
PHY313980,10
PHY313981,1
PHY313982,5
PHY313983,1
PHY313984,6
PHY313985,7
PHY313987,3
PHY313989,1
PHY313991,1
PHY313992,1
PHY313994,1
PHY313995,5
PHY313996,1
PHY313998,1
PHY313999,2
PHY314000,18
PHY314003,1
PHY314004,3
PHY314005,6
PHY314006,1
PHY314007,1
PHY314008,5
PHY314009,2
PHY314011,3
PHY314013,1
PHY314014,1
PHY314015,10
PHY314016,1
PHY314017,2
PHY314018,1
PHY314019,2
PHY314020,1
PHY314022,9
PHY314026,1
PHY314027,1200
PHY314028,1
PHY314029,1
PHY314030,1
PHY314036,2
PHY314038,1
PHY314039,2
PHY314041,3
PHY314042,1
PHY314043,1
PHY314044,2
PHY314045,1
PHY314046,2
PHY314047,1
PHY314051,2
PHY314052,3
PHY314053,1
PHY314054,1
PHY314055,1
PHY314056,14
PHY314058,2
PHY314060,5
PHY314062,1
PHY314063,3
PHY314068,1
PHY314069,2
PHY314070,1
PHY314071,1
PHY314073,1
PHY314074,4
PHY314075,2
PHY314077,1
PHY314079,1
PHY314080,1
PHY314081,1
PHY314083,1
PHY314084,3
PHY314088,1
PHY314089,1
PHY314090,5
PHY314091,1
PHY314092,11
PHY314094,1
PHY314095,1
PHY314097,1
PHY314098,5
PHY314099,1
PHY314100,1
PHY314101,2
PHY314103,65
PHY314104,2
PHY314105,1
PHY314107,1
PHY314109,3
PHY314110,2
PHY314111,34
PHY314112,1
PHY314113,3
PHY314118,5
PHY314120,2
PHY314121,1
PHY314122,7
PHY314123,25
PHY314126,2
PHY314129,1
PHY314130,2
PHY314131,3
PHY314132,1
PHY314133,1
PHY314134,6
PHY314135,1
PHY314136,1
PHY314138,1
PHY314139,10
PHY314140,3
PHY314141,1
PHY314142,24
PHY314143,1
PHY314144,1
PHY314145,1
PHY314146,3
PHY314147,2
PHY314148,1
PHY314149,1
PHY314150,1
PHY314151,3
PHY314152,1
PHY314153,1
PHY314154,1
PHY314155,1
PHY314156,6
PHY314157,1
PHY314158,2
PHY314159,1
PHY314160,1
PHY314161,1
PHY314165,1
PHY314167,1
PHY314168,41
PHY314172,1
PHY314173,6
PHY314175,5
PHY314176,1
PHY314177,1
PHY314178,1
PHY314180,1
PHY314183,1
PHY314184,9
PHY314185,1
PHY314186,3
PHY314187,3
PHY314188,2
PHY314191,1
PHY314193,1
PHY314196,2
PHY314198,4
PHY314200,12
PHY314201,1
PHY314203,1
PHY314206,39
PHY314207,1
PHY314209,7
PHY314210,1
PHY314211,1
PHY314212,1
PHY314213,2
PHY314216,3
PHY314217,2
PHY314218,1
PHY314219,15
PHY314221,9
PHY314222,1
PHY314223,1
PHY314224,4
PHY314225,1
PHY314229,3
PHY314230,1
PHY314231,7
PHY314232,5
PHY314234,1
PHY314236,34
PHY314237,7
PHY314238,1
PHY314240,9
PHY314242,1
PHY314243,1
PHY314244,1
PHY314247,1
PHY314248,74
PHY314249,3
PHY314252,4
PHY314253,1
PHY314254,11
PHY314255,2
PHY314256,4
PHY314258,5
PHY314259,6
PHY314260,1
PHY314261,5
PHY314262,2
PHY314263,24
PHY314264,1
PHY314265,1
PHY314266,3
PHY314267,6
PHY314268,9
PHY314269,2
PHY314272,15
PHY314275,1
PHY314276,3
PHY314277,1
PHY314278,1
PHY314279,1
PHY314280,1
PHY314281,2
PHY314285,1
PHY314287,1
PHY314288,1
PHY314289,2
PHY314290,12
PHY314293,2
PHY314296,1
PHY314297,1
PHY314298,3
PHY314300,8
PHY314301,1
PHY314306,2
PHY314307,9
PHY314308,11
PHY314311,7
PHY314312,2
PHY314313,2
PHY314314,4
PHY314315,1
PHY314320,93
PHY314321,1
PHY314322,4
PHY314323,1
PHY314324,1
PHY314325,1
PHY314328,2
PHY314329,6
PHY314330,1
PHY314331,1
PHY314332,2
PHY314341,3
PHY314343,4
PHY314344,2
PHY314345,1
PHY314346,4
PHY314347,2
PHY314348,2
PHY314349,1
PHY314350,1
PHY314351,4
PHY314352,5
PHY314353,4
PHY314354,17
PHY314355,2
PHY314356,1
PHY314360,1
PHY314362,1
PHY314363,1
PHY314364,4
PHY314365,2
PHY314367,9
PHY314368,5
PHY314369,3
PHY314370,3
PHY314373,1
PHY314375,4
PHY314378,23
PHY314379,21
PHY314381,3
PHY314383,1
PHY314384,1
PHY314385,1
PHY314386,1
PHY314387,1
PHY314388,6
PHY314389,1
PHY314390,2
PHY314391,1
PHY314394,1
PHY314395,5
PHY314396,1
PHY314398,4
PHY314399,3
PHY314402,1
PHY314404,2
PHY314407,9
PHY314408,112
PHY314409,1
PHY314410,173
PHY314411,3
PHY314412,24
PHY314414,13
PHY314416,4
PHY314418,1
PHY314419,4
PHY314420,3
PHY314421,1
PHY314422,1
PHY314423,28
PHY314424,10
PHY314425,68
PHY314426,1
PHY314429,1
PHY314430,1
PHY314432,5
PHY314433,1
PHY314435,2
PHY314437,1
PHY314439,1
PHY314441,1
PHY314443,1
PHY314445,23
PHY314449,1
PHY314451,3
PHY314452,3
PHY314455,3
PHY314456,1
PHY314457,1
PHY314458,2
PHY314464,1
PHY314465,1
PHY314467,4
PHY314469,18
PHY314470,1
PHY314472,6
PHY314473,1
PHY314476,3
PHY314478,4
PHY314479,2
PHY314480,1
PHY314482,83
PHY314483,3
PHY314484,1
PHY314485,1
PHY314486,4
PHY314487,2
PHY314489,1
PHY314493,4
PHY314496,10
PHY314497,10
PHY314498,1
PHY314499,1
PHY314500,1
PHY314501,1
PHY314502,2
PHY314503,1
PHY314505,1
PHY314506,1
PHY314507,33
PHY314512,7
PHY314513,1
PHY314514,1
PHY314515,1
PHY314518,1
PHY314520,4
PHY314521,1
PHY314522,1
PHY314524,1
PHY314525,1
PHY314526,1
PHY314527,14
PHY314528,63
PHY314529,19
PHY314530,4
PHY314533,1
PHY314535,1
PHY314536,1
PHY314539,1
PHY314540,4
PHY314542,2
PHY314544,1
PHY314545,7
PHY314546,97
PHY314547,2
PHY314548,1
PHY314549,1
PHY314550,19
PHY314551,2
PHY314552,5
PHY314553,1
PHY314554,1
PHY314557,1
PHY314559,1
PHY314561,1
PHY314563,7
PHY314565,3
PHY314566,1
PHY314567,2
PHY314568,3
PHY314569,1
PHY314571,1
PHY314573,1
PHY314577,2
PHY314578,8
PHY314581,1
PHY314583,1
PHY314584,1
PHY314586,1
PHY314587,219
PHY314588,7
PHY314589,1
PHY314590,2
PHY314594,13
PHY314598,1
PHY314599,1
PHY314600,1
PHY314601,2
PHY314604,1
PHY314605,3
PHY314606,1
PHY314609,14
PHY314610,119
PHY314611,1
PHY314612,2
PHY314614,28
PHY314615,6
PHY314617,6
PHY314618,2
PHY314619,4
PHY314622,2
PHY314624,1
PHY314625,5
PHY314626,18
PHY314627,1
PHY314628,1
PHY314629,3
PHY314631,1
PHY314632,1
PHY314635,3
PHY314636,4
PHY314637,1
PHY314639,1
PHY314642,1
PHY314643,1
PHY314644,1
PHY314645,1
PHY314646,1
PHY314647,13
PHY314650,2
PHY314651,23
PHY314653,12
PHY314654,3
PHY314655,2
PHY314657,15
PHY314658,1
PHY314661,1
PHY314662,2
PHY314664,5
PHY314665,2
PHY314666,25
PHY314668,4
PHY314672,2
PHY314673,1
PHY314674,2
PHY314676,4
PHY314677,1
PHY314680,3
PHY314683,3
PHY314684,3
PHY314685,5
PHY314687,10
PHY314688,1
PHY314689,4
PHY314690,25
PHY314694,1
PHY314695,5
PHY314696,3
PHY314697,1
PHY314698,1
PHY314699,22
PHY314700,2
PHY314703,1
PHY314705,13
PHY314706,2
PHY314707,1
PHY314710,1
PHY314711,1
PHY314712,8
PHY314713,2
PHY314714,11
PHY314715,4
PHY314716,7
PHY314717,1
PHY314720,1
PHY314722,1
PHY314723,1
PHY314729,8
PHY314731,4
PHY314732,17
PHY314733,1
PHY314734,1
PHY314735,1
PHY314737,2
PHY314739,15
PHY314740,1
PHY314741,3
PHY314742,1
PHY314743,1
PHY314747,3
PHY314752,12
PHY314753,2
PHY314754,10
PHY314756,2
PHY314758,1
PHY314760,1
PHY314761,1
PHY314764,1
PHY314765,1
PHY314766,2
PHY314767,1
PHY314768,2
PHY314770,3
PHY314771,2
PHY314772,2
PHY314773,40
PHY314774,1
PHY314775,2
PHY314776,1
PHY314777,1
PHY314778,32
PHY314779,4
PHY314780,1
PHY314781,1
PHY314782,1
PHY314786,1
PHY314787,2
PHY314788,25
PHY314789,2
PHY314790,2
PHY314794,1
PHY314795,3
PHY314796,9
PHY314797,12
PHY314798,1
PHY314802,2
PHY314803,14
PHY314804,3
PHY314805,1
PHY314806,1
PHY314807,1
PHY314808,2
PHY314809,1
PHY314810,2
PHY314811,3
PHY314812,2
PHY314813,2
PHY314815,7
PHY314817,1
PHY314819,2
PHY314820,1
PHY314821,1
PHY314823,2
PHY314825,1
PHY314826,1
PHY314827,2
PHY314828,1
PHY314829,1
PHY314830,1
PHY314831,1
PHY314832,1
PHY314834,4
PHY314836,1
PHY314839,1
PHY314840,2
PHY314841,2
PHY314842,1
PHY314843,6
PHY314844,15
PHY314845,5
PHY314848,1
PHY314849,6
PHY314850,2
PHY314851,8
PHY314852,2
PHY314853,51
PHY314854,1
PHY314856,4
PHY314857,1
PHY314858,1
PHY314859,2
PHY314863,1
PHY314864,1
PHY314865,1
PHY314866,1
PHY314867,4
PHY314868,10
PHY314869,1
PHY314871,3
PHY314872,2
PHY314874,5
PHY314878,1
PHY314880,125
PHY314882,1
PHY314884,3
PHY314885,3
PHY314888,2
PHY314890,1
PHY314891,1
PHY314893,1
PHY314895,27
PHY314897,1
PHY314899,4
PHY314900,14
PHY314901,1
PHY314902,2
PHY314903,2
PHY314908,3
PHY314909,1
PHY314911,2
PHY314912,1
PHY314913,1
PHY314914,19
PHY314915,1
PHY314916,1
PHY314917,3
PHY314918,1
PHY314919,1
PHY314921,10
PHY314922,1
PHY314924,2
PHY314925,6
PHY314927,3
PHY314928,1
PHY314930,2
PHY314931,1
PHY314932,7
PHY314933,1
PHY314934,20
PHY314935,11
PHY314936,3
PHY314938,1
PHY314939,7
PHY314940,1
PHY314943,1
PHY314947,1
PHY314948,2
PHY314950,1
PHY314951,4
PHY314953,1
PHY314958,1
PHY314964,3
PHY314965,1
PHY314966,2
PHY314967,2
PHY314968,1
PHY314971,31
PHY314973,5
PHY314974,1
PHY314975,2
PHY314976,3
PHY314977,1
PHY314978,2
PHY314980,1
PHY314981,2
PHY314982,79
PHY314984,2
PHY314985,36
PHY314986,1
PHY314991,2
PHY314993,24
PHY314997,1
PHY314998,1
PHY315001,1
PHY315002,1
PHY315003,1
PHY315004,3
PHY315005,3
PHY315006,1
PHY315007,1
PHY315008,2
PHY315009,1
PHY315010,2
PHY315012,4
PHY315013,2
PHY315014,2
PHY315018,6
PHY315021,1
PHY315023,1
PHY315024,2
PHY315025,1
PHY315026,1
PHY315028,9
PHY315029,1
PHY315031,3
PHY315033,4
PHY315035,3
PHY315036,54
PHY315037,1
PHY315038,3
PHY315039,1
PHY315041,2
PHY315044,2
PHY315045,1
PHY315047,1
PHY315048,1
PHY315049,1
PHY315050,1
PHY315052,1
PHY315053,5
PHY315054,4
PHY315055,2
PHY315056,1
PHY315057,1
PHY315058,2
PHY315060,2
PHY315061,1
PHY315063,1
PHY315064,1
PHY315066,1
PHY315067,4
PHY315068,1
PHY315069,1
PHY315070,1
PHY315073,2
PHY315074,1
PHY315075,2
PHY315076,82
PHY315077,7
PHY315078,13
PHY315079,1
PHY315080,6
PHY315081,1
PHY315082,3
PHY315083,11
PHY315085,1
PHY315086,1
PHY315087,1
PHY315088,6
PHY315090,1
PHY315094,1
PHY315095,1
PHY315096,3
PHY315098,2
PHY315099,2
PHY315102,4
PHY315103,1
PHY315104,1
PHY315105,2
PHY315106,2
PHY315107,1
PHY315108,1
PHY315109,1
PHY315110,3
PHY315112,209
PHY315113,3
PHY315115,1
PHY315116,1
PHY315117,1
PHY315120,1
PHY315125,3
PHY315128,3
PHY315129,1
PHY315131,3
PHY315132,4
PHY315133,11
PHY315134,1
PHY315135,5
PHY315136,6
PHY315137,1
PHY315138,3
PHY315139,2
PHY315141,1
PHY315143,8
PHY315144,1
PHY315146,2
PHY315147,5
PHY315148,7
PHY315149,3
PHY315151,1
PHY315152,1
PHY315153,1
PHY315155,1
PHY315156,3
PHY315157,15
PHY315159,1
PHY315160,4
PHY315161,1
PHY315163,1
PHY315167,2
PHY315168,1
PHY315170,1
PHY315171,1
PHY315172,1
PHY315174,2
PHY315175,1
PHY315176,1
PHY315177,1
PHY315178,2
PHY315179,32
PHY315180,6
PHY315183,22
PHY315184,1
PHY315187,3
PHY315189,2
PHY315190,1
PHY315191,1
PHY315192,2
PHY315193,4
PHY315194,1
PHY315195,1
PHY315196,2
PHY315197,1
PHY315198,2
PHY315201,2
PHY315202,14
PHY315208,1
PHY315209,2
PHY315211,12
PHY315212,1
PHY315213,2
PHY315214,2
PHY315216,3
PHY315219,2
PHY315220,1
PHY315221,1
PHY315222,1
PHY315224,1
PHY315225,1
PHY315226,3
PHY315227,2
PHY315228,2
PHY315229,3
PHY315230,1
PHY315231,1
PHY315233,10
PHY315237,1
PHY315238,13
PHY315239,2
PHY315241,1
PHY315242,1
PHY315243,32
PHY315244,1
PHY315245,1
PHY315246,2
PHY315247,1
PHY315250,1
PHY315252,1
PHY315255,1
PHY315257,2
PHY315258,3
PHY315262,2
PHY315263,1
PHY315264,1
PHY315265,1
PHY315266,3
PHY315267,1
PHY315268,3
PHY315270,1
PHY315271,3
PHY315272,5
PHY315273,3
PHY315275,2
PHY315277,1
PHY315279,1
PHY315280,11
PHY315281,1
PHY315282,3
PHY315283,3
PHY315284,2
PHY315286,1
PHY315287,108
PHY315288,2
PHY315290,1
PHY315291,3
PHY315292,2
PHY315293,24
PHY315296,4
PHY315301,1
PHY315302,4
PHY315305,1
PHY315306,1
PHY315308,1
PHY315310,8
PHY315313,1
PHY315315,1
PHY315316,1
PHY315319,4
PHY315320,2
PHY315324,2
PHY315325,1
PHY315326,1
PHY315328,1
PHY315329,1
PHY315330,2
PHY315331,7
PHY315332,1
PHY315333,1
PHY315334,1
PHY315335,2
PHY315337,1
PHY315338,1
PHY315339,1
PHY315340,2
PHY315343,3
PHY315344,224
PHY315345,1
PHY315346,1
PHY315348,75
PHY315349,3
PHY315351,1
PHY315352,52
PHY315353,5
PHY315357,3
PHY315358,474
PHY315360,4
PHY315362,1
PHY315364,1
PHY315367,7
PHY315368,1
PHY315369,2
PHY315370,4
PHY315371,10
PHY315372,2
PHY315375,1
PHY315376,1
PHY315377,3
PHY315384,12
PHY315385,1
PHY315386,5
PHY315387,1
PHY315388,3
PHY315389,1
PHY315391,14
PHY315394,1
PHY315395,1
PHY315396,2
PHY315399,2
PHY315400,158
PHY315406,17
PHY315407,1
PHY315408,2
PHY315412,1
PHY315413,6
PHY315416,6
PHY315417,6
PHY315421,2
PHY315422,1
PHY315424,219
PHY315425,1
PHY315427,2
PHY315428,43
PHY315429,2
PHY315430,6
PHY315431,1
PHY315432,1
PHY315433,2
PHY315434,7
PHY315435,17
PHY315436,96
PHY315437,2
PHY315438,1
PHY315439,2
PHY315440,3
PHY315441,2
PHY315442,10
PHY315445,3
PHY315446,1
PHY315447,2
PHY315448,1
PHY315449,13
PHY315451,1
PHY315459,1
PHY315460,3
PHY315463,1
PHY315464,1
PHY315465,12
PHY315466,1
PHY315467,9
PHY315468,16
PHY315469,1
PHY315471,1
PHY315472,1
PHY315474,1
PHY315475,1
PHY315476,1
PHY315477,6
PHY315478,2
PHY315479,1
PHY315480,2
PHY315482,4
PHY315483,2
PHY315485,1
PHY315486,3
PHY315487,1
PHY315488,1
PHY315489,3
PHY315490,1
PHY315491,3
PHY315492,4
PHY315493,1
PHY315496,6
PHY315497,3
PHY315499,3
PHY315501,13
PHY315505,4
PHY315506,1
PHY315507,2
PHY315508,6
PHY315509,1
PHY315511,7
PHY315512,7
PHY315514,4
PHY315516,3
PHY315517,2
PHY315518,2
PHY315519,3
PHY315520,3
PHY315521,2
PHY315522,1
PHY315523,1
PHY315526,5
PHY315527,2
PHY315530,1
PHY315531,13
PHY315532,5
PHY315535,5
PHY315536,5
PHY315537,5
PHY315538,1
PHY315539,1
PHY315540,1
PHY315541,1
PHY315543,1
PHY315545,1
PHY315546,1
PHY315547,1
PHY315548,2
PHY315549,3
PHY315550,2
PHY315551,2
PHY315559,2
PHY315560,1
PHY315561,1
PHY315562,3
PHY315563,2
PHY315564,1
PHY315566,1
PHY315567,1
PHY315569,3
PHY315570,1
PHY315573,2
PHY315574,3
PHY315575,5
PHY315576,83
PHY315577,1
PHY315578,1
PHY315582,9
PHY315584,1
PHY315586,3
PHY315588,2
PHY315591,1
PHY315592,1
PHY315593,1
PHY315594,1
PHY315595,15
PHY315596,2
PHY315598,5
PHY315602,1
PHY315603,2
PHY315605,1
PHY315606,1
PHY315608,2
PHY315609,1
PHY315610,2
PHY315612,14
PHY315614,1
PHY315616,136
PHY315618,4
PHY315620,1
PHY315622,1
PHY315625,12
PHY315626,1
PHY315627,1
PHY315628,1
PHY315629,2
PHY315630,7
PHY315633,1
PHY315634,3
PHY315635,2
PHY315638,5
PHY315641,1
PHY315642,2
PHY315643,1
PHY315645,1
PHY315648,4
PHY315649,1
PHY315650,6
PHY315653,5
PHY315654,1
PHY315655,4
PHY315657,2
PHY315658,60
PHY315660,1
PHY315663,2
PHY315664,1
PHY315665,1
PHY315666,5
PHY315667,1
PHY315668,1
PHY315669,1
PHY315671,1
PHY315672,1
PHY315673,1
PHY315674,6
PHY315675,1
PHY315676,1
PHY315677,9
PHY315678,5
PHY315679,2
PHY315680,1
PHY315681,4
PHY315682,12
PHY315685,1
PHY315686,2
PHY315688,1
PHY315689,13
PHY315690,3
PHY315692,107
PHY315693,5
PHY315694,5
PHY315695,17
PHY315696,3
PHY315698,2
PHY315699,3
PHY315700,6
PHY315701,9
PHY315702,19
PHY315703,57
PHY315707,1
PHY315708,1
PHY315709,3
PHY315710,1
PHY315711,1
PHY315712,1
PHY315713,1
PHY315714,7
PHY315715,64
PHY315718,1
PHY315719,2
PHY315720,1
PHY315722,2
PHY315724,15
PHY315725,1
PHY315729,1
PHY315730,4
PHY315732,6
PHY315735,14
PHY315737,3
PHY315738,1
PHY315739,52
PHY315740,3
PHY315742,22
PHY315744,2
PHY315745,9
PHY315746,63
PHY315747,1
PHY315749,1
PHY315750,2
PHY315751,1
PHY315752,3
PHY315753,1
PHY315756,6
PHY315757,1
PHY315759,1
PHY315760,7
PHY315761,1
PHY315762,1
PHY315763,4
PHY315765,3
PHY315767,1
PHY315771,1
PHY315772,1
PHY315773,1
PHY315774,2
PHY315775,1
PHY315776,3
PHY315778,18
PHY315781,1
PHY315782,1
PHY315783,1
PHY315786,2
PHY315789,2
PHY315790,6
PHY315791,1
PHY315792,1
PHY315793,1
PHY315794,2
PHY315795,3
PHY315796,6
PHY315797,2
PHY315799,3
PHY315802,1
PHY315803,2
PHY315804,1
PHY315805,1
PHY315806,19
PHY315807,108
PHY315808,30
PHY315809,1
PHY315810,1
PHY315811,2
PHY315813,1
PHY315814,4
PHY315817,3
PHY315818,10
PHY315820,11
PHY315821,1
PHY315825,20
PHY315826,1
PHY315831,2
PHY315832,5
PHY315833,1
PHY315834,1
PHY315836,2
PHY315837,1
PHY315839,8
PHY315840,1
PHY315842,1
PHY315843,1
PHY315845,1
PHY315846,1
PHY315848,1
PHY315849,5
PHY315850,1
PHY315851,1
PHY315853,4
PHY315856,2
PHY315857,2
PHY315858,1
PHY315859,2
PHY315863,1
PHY315866,1
PHY315869,1
PHY315871,3
PHY315873,1
PHY315875,4
PHY315876,3
PHY315877,2
PHY315879,1
PHY315880,1
PHY315881,11
PHY315882,1
PHY315884,1
PHY315885,1
PHY315886,3
PHY315888,15
PHY315889,2
PHY315891,1
PHY315892,46
PHY315893,2
PHY315894,2
PHY315896,1
PHY315900,2
PHY315903,1
PHY315904,2
PHY315909,2
PHY315910,6
PHY315912,4
PHY315913,10
PHY315914,2
PHY315916,1
PHY315918,1
PHY315922,4
PHY315924,3
PHY315925,3
PHY315926,4
PHY315927,8
PHY315928,5
PHY315929,1
PHY315931,45
PHY315932,1
PHY315933,2
PHY315934,4
PHY315937,1
PHY315938,24
PHY315940,25
PHY315941,3
PHY315942,3
PHY315943,2
PHY315944,1
PHY315945,1
PHY315946,1
PHY315947,1
PHY315948,1
PHY315950,1
PHY315951,1
PHY315953,2
PHY315955,2
PHY315956,4
PHY315957,1
PHY315959,8
PHY315960,3
PHY315961,1
PHY315962,3
PHY315963,1
PHY315964,98
PHY315965,14
PHY315967,6
PHY315968,6
PHY315970,1
PHY315972,1
PHY315974,4
PHY315975,1
PHY315976,1
PHY315977,1
PHY315978,2
PHY315979,1
PHY315980,3
PHY315981,1
PHY315982,1
PHY315983,16
PHY315984,1
PHY315985,2
PHY315986,1
PHY315987,1
PHY315989,2
PHY315990,3
PHY315991,6
PHY315992,2
PHY315993,1
PHY315994,14
PHY315995,2
PHY315998,2
PHY315999,1
PHY316000,44
PHY316002,10
PHY316003,3
PHY316005,1
PHY316006,7
PHY316007,1
PHY316008,4
PHY316010,1
PHY316011,4
PHY316012,6
PHY316013,1
PHY316014,24
PHY316015,1
PHY316017,1
PHY316018,1
PHY316019,2
PHY316020,1
PHY316021,16
PHY316022,2
PHY316024,4
PHY316025,9
PHY316026,1
PHY316028,98
PHY316029,2
PHY316031,3
PHY316032,45
PHY316033,4
PHY316034,4
PHY316035,1
PHY316036,22
PHY316037,2
PHY316038,8
PHY316039,4
PHY316040,1
PHY316041,35
PHY316042,4
PHY316043,1
PHY316044,3
PHY316048,4
PHY316050,3
PHY316051,1
PHY316052,1
PHY316053,1
PHY316054,2
PHY316056,1
PHY316057,6
PHY316058,1
PHY316061,1
PHY316063,1
PHY316064,1
PHY316065,2
PHY316066,8
PHY316067,8
PHY316072,1
PHY316073,1
PHY316074,1
PHY316075,2
PHY316076,1
PHY316077,5
PHY316080,3
PHY316081,2
PHY316082,4
PHY316083,8
PHY316084,1
PHY316087,46
PHY316088,1
PHY316090,2
PHY316092,2
PHY316093,2
PHY316094,1
PHY316096,1
PHY316097,1
PHY316098,3
PHY316099,218
PHY316100,1
PHY316102,2
PHY316104,2
PHY316106,1
PHY316107,4
PHY316109,1
PHY316110,2
PHY316111,5
PHY316112,1
PHY316113,1
PHY316114,1
PHY316115,2
PHY316118,20
PHY316119,1
PHY316120,1
PHY316122,11
PHY316123,1
PHY316124,2
PHY316129,1
PHY316130,1
PHY316131,4
PHY316133,58
PHY316135,10
PHY316137,1
PHY316138,3
PHY316140,5
PHY316141,4
PHY316143,1
PHY316144,1
PHY316145,1
PHY316146,1
PHY316147,3
PHY316149,1
PHY316152,1
PHY316153,2
PHY316154,75
PHY316156,3
PHY316159,93
PHY316160,1
PHY316161,1
PHY316162,1
PHY316163,1
PHY316164,1
PHY316165,1
PHY316166,1
PHY316167,1
PHY316168,2
PHY316170,3
PHY316172,3
PHY316173,48
PHY316174,5
PHY316175,3
PHY316178,1
PHY316179,3
PHY316180,1
PHY316181,2
PHY316183,1
PHY316184,1
PHY316185,1
PHY316187,20
PHY316188,2
PHY316191,1
PHY316198,1
PHY316199,8
PHY316200,13
PHY316201,1
PHY316202,2
PHY316204,2
PHY316205,13
PHY316207,1
PHY316209,1
PHY316212,12
PHY316213,1
PHY316214,1
PHY316215,11
PHY316216,3
PHY316220,2
PHY316221,24
PHY316222,2
PHY316225,2
PHY316226,2
PHY316227,5
PHY316228,1
PHY316229,19
PHY316230,3
PHY316231,1
PHY316234,19
PHY316235,2
PHY316236,2
PHY316237,74
PHY316238,1
PHY316239,6
PHY316240,3
PHY316243,8
PHY316244,85
PHY316246,6
PHY316249,4
PHY316253,81
PHY316254,4
PHY316255,7
PHY316256,3
PHY316257,3
PHY316258,1
PHY316260,1
PHY316263,9
PHY316264,1
PHY316265,1
PHY316268,1
PHY316269,1
PHY316270,6
PHY316271,1
PHY316273,1
PHY316276,3
PHY316277,4
PHY316278,2
PHY316280,3
PHY316282,1
PHY316285,34
PHY316287,1
PHY316288,2
PHY316289,1
PHY316292,2
PHY316294,3
PHY316295,1
PHY316296,12
PHY316298,1
PHY316299,1
PHY316300,2
PHY316302,1
PHY316303,1
PHY316305,11
PHY316306,2
PHY316307,2
PHY316308,11
PHY316309,1
PHY316310,4
PHY316311,2
PHY316312,2
PHY316313,23
PHY316314,1
PHY316315,2
PHY316316,1
PHY316317,1
PHY316318,1
PHY316319,1
