operatingphysician,claimid
PHY317161,1
PHY317162,1
PHY317164,1
PHY317165,3
PHY317177,1
PHY317179,1
PHY317183,3
PHY317185,24
PHY317190,3
PHY317191,1
PHY317200,1
PHY317205,1
PHY317208,1
PHY317210,1
PHY317214,1
PHY317221,1
PHY317224,4
PHY317225,6
PHY317226,1
PHY317228,2
PHY317230,3
PHY317235,16
PHY317240,1
PHY317241,1
PHY317243,1
PHY317245,3
PHY317248,1
PHY317249,1
PHY317250,6
PHY317253,1
PHY317254,9
PHY317256,1
PHY317257,1
PHY317259,1
PHY317267,3
PHY317268,1
PHY317280,2
PHY317282,1
PHY317288,3
PHY317289,2
PHY317292,2
PHY317299,1
PHY317303,1
PHY317305,1
PHY317306,1
PHY317310,1
PHY317314,1
PHY317316,1
PHY317319,1
PHY317328,1
PHY317329,3
PHY317336,1
PHY317337,1
PHY317343,4
PHY317345,2
PHY317346,3
PHY317349,3
PHY317350,2
PHY317352,1
PHY317359,1
PHY317360,1
PHY317365,3
PHY317374,1
PHY317378,1
PHY317379,1
PHY317382,4
PHY317388,1
PHY317395,1
PHY317397,3
PHY317399,2
PHY317405,3
PHY317406,1
PHY317407,2
PHY317409,5
PHY317415,1
PHY317416,17
PHY317422,24
PHY317424,8
PHY317426,5
PHY317438,23
PHY317439,11
PHY317441,1
PHY317447,1
PHY317459,1
PHY317460,1
PHY317462,1
PHY317464,6
PHY317468,1
PHY317470,3
PHY317476,1
PHY317492,1
PHY317499,3
PHY317505,1
PHY317506,19
PHY317507,2
PHY317510,2
PHY317514,1
PHY317521,17
PHY317525,1
PHY317527,1
PHY317528,3
PHY317529,30
PHY317533,1
PHY317540,1
PHY317541,1
PHY317543,10
PHY317547,2
PHY317550,3
PHY317553,1
PHY317557,8
PHY317562,1
PHY317563,2
PHY317564,1
PHY317566,1
PHY317567,1
PHY317572,13
PHY317578,1
PHY317580,1
PHY317582,12
PHY317583,1
PHY317584,2
PHY317586,1
PHY317589,1
PHY317599,9
PHY317603,1
PHY317606,4
PHY317607,2
PHY317611,1
PHY317622,1
PHY317624,1
PHY317625,1
PHY317629,2
PHY317631,1
PHY317632,2
PHY317634,1
PHY317635,13
PHY317650,1
PHY317652,1
PHY317653,1
PHY317655,2
PHY317656,1
PHY317660,1
PHY317661,1
PHY317665,5
PHY317669,1
PHY317671,1
PHY317674,1
PHY317675,1
PHY317677,1
PHY317678,1
PHY317682,1
PHY317686,2
PHY317690,1
PHY317691,1
PHY317694,1
PHY317695,17
PHY317697,3
PHY317701,1
PHY317702,1
PHY317709,7
PHY317711,10
PHY317715,2
PHY317716,4
PHY317718,1
PHY317719,1
PHY317720,1
PHY317721,1
PHY317722,3
PHY317726,1
PHY317731,1
PHY317733,1
PHY317736,3
PHY317737,1
PHY317738,5
PHY317739,9
PHY317748,6
PHY317759,1
PHY317764,1
PHY317768,1
PHY317771,1
PHY317776,1
PHY317779,1
PHY317782,6
PHY317783,2
PHY317784,1
PHY317795,1
PHY317802,4
PHY317803,1
PHY317805,1
PHY317810,1
PHY317818,1
PHY317820,1
PHY317821,4
PHY317822,1
PHY317825,3
PHY317827,1
PHY317829,2
PHY317833,4
PHY317839,3
PHY317843,4
PHY317850,5
PHY317854,1
PHY317858,1
PHY317861,5
PHY317862,38
PHY317864,1
PHY317865,6
PHY317868,1
PHY317871,1
PHY317872,14
PHY317878,1
PHY317881,1
PHY317882,1
PHY317891,1
PHY317900,1
PHY317901,1
PHY317903,1
PHY317905,1
PHY317908,1
PHY317909,1
PHY317914,1
PHY317922,5
PHY317923,3
PHY317930,1
PHY317931,45
PHY317934,1
PHY317936,1
PHY317941,2
PHY317942,16
PHY317943,1
PHY317945,1
PHY317949,7
PHY317950,1
PHY317954,1
PHY317968,1
PHY317969,1
PHY317976,1
PHY317979,2
PHY317982,1
PHY317984,1
PHY317987,1
PHY317988,1
PHY317990,1
PHY317992,1
PHY317996,1
PHY317997,4
PHY318000,1
PHY318012,2
PHY318013,1
PHY318014,1
PHY318021,8
PHY318023,1
PHY318025,1
PHY318028,1
PHY318032,15
PHY318041,2
PHY318043,1
PHY318046,1
PHY318052,3
PHY318053,1
PHY318055,3
PHY318056,1
PHY318058,6
PHY318059,1
PHY318069,1
PHY318070,1
PHY318072,1
PHY318073,1
PHY318081,1
PHY318082,2
PHY318085,1
PHY318086,1
PHY318089,5
PHY318090,1
PHY318091,4
PHY318093,1
PHY318094,1
PHY318096,1
PHY318099,1
PHY318100,2
PHY318104,4
PHY318109,2
PHY318111,4
PHY318114,1
PHY318119,10
PHY318120,1
PHY318121,5
PHY318123,2
PHY318125,1
PHY318126,1
PHY318131,1
PHY318141,1
PHY318145,1
PHY318146,3
PHY318147,1
PHY318149,1
PHY318154,2
PHY318161,1
PHY318164,2
PHY318166,1
PHY318169,1
PHY318170,1
PHY318181,5
PHY318188,1
PHY318192,1
PHY318201,3
PHY318202,3
PHY318203,7
PHY318205,1
PHY318206,1
PHY318207,4
PHY318209,1
PHY318214,1
PHY318220,1
PHY318221,1
PHY318222,1
PHY318224,2
PHY318227,1
PHY318231,5
PHY318232,1
PHY318240,1
PHY318241,1
PHY318242,85
PHY318255,1
PHY318256,1
PHY318261,2
PHY318265,1
PHY318269,7
PHY318270,1
PHY318272,1
PHY318274,1
PHY318277,1
PHY318285,1
PHY318287,2
PHY318297,9
PHY318302,25
PHY318305,1
PHY318308,1
PHY318309,3
PHY318312,1
PHY318321,2
PHY318323,1
PHY318325,1
PHY318342,2
PHY318347,3
PHY318348,1
PHY318350,1
PHY318353,1
PHY318355,3
PHY318362,1
PHY318370,6
PHY318372,1
PHY318374,1
PHY318375,1
PHY318379,1
PHY318380,1
PHY318383,1
PHY318388,1
PHY318390,2
PHY318400,1
PHY318402,1
PHY318403,1
PHY318404,1
PHY318410,1
PHY318412,1
PHY318417,1
PHY318425,1
PHY318429,3
PHY318433,1
PHY318440,2
PHY318444,3
PHY318447,27
PHY318452,7
PHY318453,4
PHY318454,1
PHY318455,7
PHY318459,1
PHY318464,7
PHY318467,2
PHY318468,2
PHY318470,1
PHY318475,24
PHY318480,1
PHY318481,9
PHY318494,1
PHY318495,1
PHY318496,5
PHY318499,4
PHY318506,1
PHY318507,1
PHY318509,3
PHY318510,2
PHY318512,1
PHY318513,1
PHY318514,1
PHY318517,1
PHY318524,1
PHY318525,9
PHY318527,1
PHY318531,1
PHY318537,1
PHY318539,7
PHY318540,1
PHY318544,2
PHY318547,1
PHY318550,1
PHY318552,1
PHY318553,4
PHY318558,3
PHY318561,2
PHY318563,1
PHY318564,1
PHY318567,1
PHY318573,11
PHY318574,1
PHY318577,6
PHY318578,14
PHY318580,1
PHY318582,2
PHY318583,1
PHY318587,1
PHY318589,1
PHY318596,1
PHY318599,3
PHY318600,2
PHY318601,2
PHY318604,2
PHY318607,1
PHY318609,2
PHY318610,1
PHY318611,1
PHY318613,1
PHY318616,2
PHY318621,2
PHY318623,4
PHY318624,1
PHY318625,1
PHY318626,2
PHY318627,1
PHY318628,6
PHY318632,1
PHY318633,1
PHY318641,12
PHY318643,1
PHY318644,2
PHY318651,2
PHY318657,3
PHY318660,2
PHY318663,1
PHY318665,2
PHY318667,105
PHY318668,7
PHY318675,5
PHY318679,1
PHY318680,1
PHY318684,3
PHY318687,1
PHY318691,4
PHY318697,7
PHY318706,2
PHY318709,1
PHY318714,1
PHY318716,1
PHY318718,1
PHY318719,1
PHY318720,14
PHY318734,5
PHY318742,1
PHY318749,1
PHY318753,1
PHY318755,1
PHY318756,9
PHY318760,2
PHY318765,1
PHY318767,2
PHY318773,14
PHY318774,1
PHY318778,3
PHY318781,2
PHY318785,1
PHY318790,1
PHY318795,4
PHY318813,19
PHY318815,1
PHY318828,1
PHY318829,1
PHY318838,1
PHY318840,2
PHY318848,1
PHY318855,3
PHY318864,3
PHY318865,1
PHY318866,1
PHY318871,2
PHY318875,1
PHY318876,1
PHY318878,2
PHY318881,1
PHY318884,1
PHY318886,17
PHY318888,1
PHY318893,1
PHY318896,1
PHY318897,1
PHY318898,11
PHY318905,1
PHY318923,7
PHY318924,7
PHY318925,1
PHY318927,2
PHY318930,2
PHY318942,17
PHY318950,2
PHY318956,9
PHY318962,1
PHY318964,1
PHY318965,2
PHY318967,1
PHY318969,4
PHY318974,1
PHY318975,1
PHY318985,1
PHY318987,2
PHY318988,1
PHY318991,1
PHY318992,2
PHY318999,1
PHY319002,1
PHY319008,1
PHY319012,4
PHY319024,1
PHY319028,5
PHY319030,1
PHY319034,1
PHY319035,1
PHY319036,1
PHY319039,55
PHY319041,1
PHY319042,1
PHY319046,1
PHY319047,1
PHY319052,1
PHY319057,1
PHY319060,3
PHY319061,1
PHY319063,2
PHY319065,1
PHY319069,1
PHY319070,1
PHY319075,1
PHY319077,1
PHY319079,1
PHY319087,19
PHY319088,1
PHY319090,3
PHY319099,30
PHY319114,1
PHY319116,7
PHY319117,1
PHY319136,2
PHY319139,1
PHY319141,1
PHY319143,1
PHY319153,3
PHY319160,1
PHY319162,1
PHY319163,1
PHY319167,2
PHY319168,4
PHY319171,1
PHY319172,2
PHY319174,2
PHY319176,1
PHY319180,1
PHY319182,1
PHY319184,20
PHY319186,1
PHY319193,1
PHY319195,1
PHY319203,1
PHY319205,7
PHY319208,1
PHY319210,3
PHY319211,1
PHY319212,1
PHY319215,1
PHY319221,2
PHY319228,2
PHY319230,3
PHY319240,4
PHY319242,1
PHY319249,1
PHY319253,1
PHY319255,1
PHY319260,9
PHY319262,18
PHY319271,2
PHY319272,1
PHY319273,1
PHY319277,1
PHY319283,2
PHY319284,1
PHY319287,3
PHY319293,2
PHY319297,1
PHY319301,1
PHY319302,1
PHY319305,1
PHY319307,1
PHY319308,1
PHY319313,3
PHY319318,3
PHY319329,2
PHY319333,1
PHY319334,4
PHY319338,2
PHY319340,3
PHY319342,1
PHY319345,2
PHY319348,1
PHY319349,61
PHY319351,1
PHY319357,1
PHY319361,1
PHY319368,1
PHY319369,3
PHY319371,1
PHY319378,5
PHY319382,1
PHY319386,2
PHY319391,1
PHY319392,1
PHY319393,1
PHY319396,2
PHY319400,1
PHY319401,1
PHY319405,1
PHY319407,1
PHY319408,2
PHY319411,1
PHY319412,2
PHY319414,1
PHY319416,1
PHY319420,1
PHY319426,5
PHY319428,1
PHY319434,2
PHY319439,4
PHY319441,1
PHY319445,4
PHY319446,1
PHY319448,1
PHY319454,1
PHY319459,1
PHY319461,3
PHY319466,2
PHY319467,10
PHY319479,1
PHY319480,1
PHY319481,3
PHY319482,1
PHY319484,1
PHY319492,2
PHY319503,9
PHY319504,2
PHY319507,1
PHY319512,1
PHY319513,2
PHY319516,2
PHY319521,1
PHY319523,1
PHY319524,4
PHY319526,1
PHY319528,1
PHY319534,3
PHY319536,1
PHY319539,1
PHY319541,3
PHY319542,1
PHY319547,1
PHY319550,4
PHY319551,1
PHY319558,1
PHY319564,1
PHY319565,23
PHY319567,1
PHY319569,1
PHY319573,4
PHY319581,5
PHY319587,9
PHY319595,8
PHY319598,1
PHY319606,1
PHY319609,2
PHY319612,2
PHY319617,1
PHY319639,1
PHY319641,2
PHY319644,1
PHY319646,1
PHY319648,1
PHY319658,1
PHY319662,1
PHY319663,4
PHY319665,1
PHY319666,39
PHY319668,8
PHY319669,3
PHY319673,2
PHY319679,4
PHY319692,1
PHY319693,1
PHY319698,1
PHY319700,2
PHY319709,1
PHY319710,1
PHY319712,2
PHY319725,1
PHY319726,1
PHY319727,1
PHY319730,4
PHY319731,1
PHY319736,1
PHY319738,2
PHY319740,3
PHY319743,1
PHY319745,4
PHY319746,1
PHY319747,4
PHY319748,1
PHY319751,3
PHY319753,1
PHY319755,1
PHY319758,3
PHY319760,2
PHY319763,1
PHY319764,11
PHY319772,1
PHY319774,1
PHY319780,8
PHY319783,2
PHY319784,2
PHY319785,1
PHY319788,1
PHY319795,1
PHY319796,3
PHY319797,8
PHY319800,5
PHY319802,1
PHY319807,1
PHY319809,3
PHY319810,1
PHY319815,1
PHY319816,47
PHY319818,1
PHY319820,4
PHY319821,1
PHY319822,2
PHY319825,1
PHY319831,1
PHY319833,2
PHY319840,1
PHY319846,1
PHY319848,1
PHY319849,1
PHY319852,1
PHY319856,1
PHY319861,1
PHY319862,2
PHY319867,1
PHY319869,1
PHY319877,1
PHY319882,1
PHY319883,1
PHY319886,1
PHY319887,3
PHY319892,3
PHY319893,1
PHY319897,2
PHY319898,5
PHY319900,1
PHY319902,1
PHY319906,2
PHY319913,10
PHY319920,1
PHY319923,1
PHY319926,7
PHY319933,1
PHY319937,2
PHY319940,3
PHY319948,1
PHY319949,2
PHY319953,1
PHY319954,3
PHY319958,19
PHY319962,1
PHY319963,1
PHY319968,1
PHY319973,89
PHY319984,2
PHY319987,1
PHY319993,1
PHY319995,2
PHY319996,1
PHY320010,6
PHY320015,1
PHY320017,5
PHY320021,1
PHY320023,3
PHY320024,2
PHY320025,1
PHY320028,1
PHY320033,1
PHY320034,4
PHY320037,1
PHY320043,1
PHY320046,1
PHY320051,2
PHY320056,1
PHY320057,8
PHY320060,1
PHY320067,1
PHY320077,1
PHY320078,1
PHY320083,1
PHY320084,12
PHY320087,1
PHY320089,1
PHY320093,1
PHY320097,3
PHY320102,2
PHY320103,1
PHY320104,1
PHY320113,1
PHY320115,2
PHY320117,1
PHY320118,2
PHY320122,1
PHY320123,1
PHY320125,6
PHY320126,2
PHY320130,1
PHY320132,2
PHY320133,1
PHY320137,1
PHY320147,3
PHY320152,2
PHY320153,1
PHY320156,1
PHY320157,1
PHY320158,12
PHY320166,2
PHY320169,1
PHY320176,1
PHY320177,1
PHY320178,1
PHY320181,3
PHY320182,2
PHY320183,4
PHY320186,8
PHY320188,12
PHY320189,1
PHY320190,1
PHY320191,13
PHY320193,2
PHY320194,1
PHY320196,1
PHY320199,4
PHY320204,1
PHY320208,2
PHY320214,2
PHY320215,2
PHY320216,3
PHY320217,1
PHY320220,1
PHY320228,2
PHY320231,1
PHY320239,1
PHY320246,1
PHY320252,1
PHY320253,1
PHY320259,1
PHY320260,1
PHY320268,1
PHY320277,1
PHY320280,16
PHY320282,1
PHY320283,1
PHY320286,1
PHY320287,3
PHY320295,1
PHY320296,1
PHY320304,1
PHY320308,1
PHY320310,2
PHY320313,5
PHY320314,1
PHY320315,3
PHY320317,1
PHY320318,1
PHY320321,1
PHY320322,2
PHY320327,1
PHY320331,1
PHY320340,1
PHY320342,3
PHY320347,15
PHY320350,23
PHY320352,2
PHY320360,1
PHY320361,1
PHY320367,6
PHY320369,1
PHY320375,1
PHY320383,1
PHY320384,4
PHY320387,1
PHY320389,4
PHY320392,1
PHY320396,1
PHY320398,1
PHY320399,3
PHY320406,1
PHY320408,1
PHY320410,1
PHY320413,1
PHY320418,1
PHY320420,1
PHY320426,1
PHY320433,1
PHY320434,1
PHY320435,1
PHY320439,3
PHY320443,1
PHY320444,1
PHY320445,1
PHY320447,1
PHY320448,1
PHY320450,25
PHY320459,3
PHY320468,2
PHY320472,3
PHY320474,2
PHY320487,4
PHY320501,1
PHY320509,1
PHY320510,1
PHY320511,1
PHY320515,4
PHY320517,1
PHY320520,1
PHY320526,1
PHY320527,6
PHY320528,6
PHY320532,1
PHY320539,1
PHY320541,5
PHY320542,1
PHY320546,7
PHY320550,3
PHY320553,2
PHY320554,26
PHY320559,1
PHY320565,3
PHY320573,1
PHY320575,1
PHY320581,23
PHY320585,1
PHY320587,4
PHY320597,2
PHY320600,1
PHY320603,1
PHY320609,1
PHY320614,3
PHY320616,2
PHY320620,6
PHY320621,2
PHY320622,1
PHY320631,1
PHY320632,1
PHY320633,1
PHY320642,1
PHY320643,1
PHY320645,3
PHY320646,1
PHY320653,1
PHY320654,2
PHY320655,2
PHY320657,1
PHY320658,1
PHY320659,1
PHY320669,1
PHY320671,1
PHY320673,2
PHY320675,3
PHY320677,1
PHY320683,1
PHY320685,1
PHY320687,1
PHY320691,1
PHY320693,2
PHY320697,2
PHY320702,1
PHY320703,2
PHY320706,7
PHY320707,9
PHY320711,3
PHY320712,1
PHY320718,1
PHY320722,1
PHY320724,1
PHY320726,1
PHY320728,1
PHY320729,1
PHY320736,1
PHY320738,3
PHY320741,4
PHY320742,1
PHY320745,72
PHY320747,1
PHY320748,1
PHY320752,6
PHY320753,1
PHY320754,9
PHY320757,2
PHY320760,1
PHY320761,1
PHY320762,2
PHY320764,1
PHY320766,5
PHY320767,1
PHY320769,1
PHY320771,1
PHY320775,2
PHY320778,1
PHY320782,1
PHY320783,2
PHY320784,2
PHY320785,2
PHY320787,6
PHY320788,1
PHY320795,1
PHY320796,2
PHY320803,15
PHY320804,1
PHY320813,1
PHY320814,3
PHY320816,1
PHY320823,1
PHY320831,1
PHY320838,4
PHY320840,1
PHY320844,1
PHY320845,1
PHY320850,7
PHY320851,1
PHY320854,2
PHY320855,1
PHY320856,1
PHY320861,4
PHY320864,3
PHY320865,1
PHY320869,3
PHY320870,1
PHY320874,2
PHY320875,1
PHY320877,2
PHY320883,1
PHY320887,2
PHY320889,1
PHY320897,1
PHY320898,1
PHY320906,1
PHY320907,4
PHY320908,4
PHY320921,2
PHY320933,3
PHY320934,1
PHY320937,1
PHY320938,3
PHY320943,1
PHY320946,1
PHY320949,1
PHY320952,4
PHY320953,1
PHY320954,1
PHY320956,18
PHY320960,1
PHY320963,2
PHY320968,1
PHY320980,4
PHY320990,3
PHY321005,1
PHY321009,1
PHY321011,2
PHY321018,1
PHY321019,1
PHY321022,3
PHY321023,5
PHY321024,1
PHY321028,1
PHY321030,1
PHY321032,2
PHY321035,1
PHY321036,35
PHY321039,3
PHY321041,1
PHY321046,2
PHY321055,1
PHY321056,3
PHY321060,5
PHY321065,2
PHY321069,3
PHY321071,3
PHY321072,19
PHY321074,1
PHY321075,1
PHY321078,1
PHY321079,3
PHY321083,1
PHY321086,1
PHY321087,2
PHY321099,1
PHY321101,1
PHY321103,1
PHY321108,1
PHY321111,11
PHY321115,1
PHY321119,2
PHY321121,1
PHY321127,2
PHY321134,2
PHY321136,1
PHY321140,2
PHY321143,1
PHY321151,9
PHY321161,1
PHY321168,1
PHY321170,1
PHY321172,1
PHY321174,1
PHY321175,1
PHY321176,1
PHY321182,1
PHY321190,5
PHY321193,5
PHY321196,1
PHY321202,3
PHY321212,1
PHY321215,3
PHY321216,1
PHY321217,2
PHY321225,1
PHY321226,1
PHY321229,1
PHY321230,8
PHY321231,3
PHY321234,2
PHY321242,1
PHY321243,1
PHY321245,20
PHY321248,1
PHY321251,1
PHY321255,1
PHY321257,1
PHY321259,2
PHY321261,1
PHY321266,1
PHY321268,1
PHY321269,1
PHY321272,1
PHY321277,2
PHY321283,3
PHY321285,1
PHY321287,1
PHY321288,16
PHY321289,2
PHY321295,1
PHY321300,5
PHY321305,3
PHY321308,1
PHY321311,1
PHY321315,2
PHY321320,1
PHY321322,2
PHY321326,1
PHY321327,1
PHY321330,1
PHY321331,21
PHY321335,2
PHY321338,3
PHY321339,2
PHY321341,1
PHY321345,1
PHY321347,15
PHY321350,6
PHY321354,1
PHY321355,1
PHY321357,1
PHY321361,1
PHY321363,1
PHY321364,1
PHY321368,2
PHY321370,2
PHY321373,1
PHY321378,2
PHY321379,1
PHY321381,1
PHY321382,3
PHY321385,1
PHY321388,2
PHY321392,3
PHY321393,6
PHY321399,1
PHY321407,5
PHY321410,3
PHY321412,1
PHY321414,1
PHY321415,1
PHY321417,18
PHY321424,2
PHY321429,7
PHY321433,1
PHY321435,3
PHY321436,1
PHY321438,1
PHY321439,1
PHY321443,2
PHY321448,1
PHY321450,15
PHY321454,4
PHY321460,1
PHY321462,1
PHY321463,2
PHY321464,2
PHY321484,5
PHY321485,1
PHY321486,9
PHY321488,1
PHY321493,88
PHY321494,1
PHY321500,1
PHY321502,1
PHY321503,2
PHY321504,1
PHY321506,2
PHY321511,3
PHY321513,1
PHY321514,3
PHY321517,34
PHY321519,1
PHY321521,1
PHY321522,1
PHY321524,1
PHY321526,6
PHY321528,1
PHY321530,1
PHY321535,1
PHY321536,1
PHY321541,1
PHY321542,1
PHY321543,7
PHY321546,1
PHY321549,1
PHY321550,1
PHY321553,1
PHY321559,1
PHY321560,1
PHY321562,1
PHY321563,3
PHY321564,1
PHY321565,1
PHY321566,1
PHY321571,2
PHY321573,3
PHY321576,2
PHY321578,2
PHY321581,3
PHY321583,2
PHY321587,15
PHY321590,1
PHY321592,2
PHY321595,3
PHY321596,1
PHY321598,1
PHY321601,2
PHY321606,3
PHY321610,4
PHY321613,3
PHY321619,5
PHY321625,1
PHY321631,2
PHY321632,1
PHY321638,2
PHY321642,1
PHY321646,1
PHY321650,1
PHY321651,5
PHY321653,1
PHY321655,1
PHY321657,1
PHY321659,1
PHY321660,1
PHY321664,2
PHY321665,1
PHY321669,1
PHY321671,1
PHY321672,3
PHY321675,1
PHY321682,1
PHY321688,1
PHY321695,2
PHY321696,1
PHY321700,1
PHY321701,3
PHY321707,2
PHY321709,1
PHY321717,1
PHY321718,1
PHY321723,5
PHY321725,1
PHY321727,1
PHY321731,2
PHY321734,1
PHY321740,1
PHY321753,3
PHY321757,2
PHY321759,53
PHY321765,1
PHY321770,2
PHY321776,2
PHY321782,2
PHY321784,1
PHY321786,5
PHY321787,2
PHY321790,2
PHY321793,1
PHY321798,1
PHY321809,1
PHY321810,2
PHY321815,1
PHY321820,1
PHY321822,6
PHY321824,1
PHY321825,2
PHY321830,5
PHY321831,6
PHY321837,8
PHY321838,3
PHY321840,1
PHY321843,3
PHY321851,1
PHY321852,1
PHY321855,1
PHY321856,3
PHY321861,1
PHY321862,5
PHY321868,1
PHY321871,1
PHY321873,1
PHY321875,1
PHY321876,1
PHY321879,1
PHY321883,1
PHY321887,3
PHY321895,1
PHY321896,1
PHY321897,1
PHY321898,1
PHY321899,2
PHY321902,1
PHY321905,1
PHY321909,1
PHY321915,1
PHY321918,1
PHY321922,1
PHY321924,5
PHY321925,1
PHY321929,1
PHY321931,1
PHY321932,5
PHY321933,1
PHY321937,2
PHY321942,1
PHY321943,1
PHY321957,20
PHY321959,1
PHY321960,1
PHY321962,1
PHY321966,3
PHY321969,1
PHY321971,1
PHY321972,1
PHY321976,10
PHY321977,1
PHY321985,3
PHY321991,11
PHY321996,2
PHY321997,3
PHY322000,1
PHY322001,2
PHY322003,1
PHY322004,1
PHY322006,12
PHY322012,2
PHY322016,1
PHY322017,3
PHY322018,1
PHY322025,2
PHY322026,1
PHY322031,6
PHY322035,1
PHY322037,1
PHY322038,1
PHY322039,1
PHY322040,2
PHY322041,1
PHY322048,17
PHY322050,3
PHY322054,3
PHY322056,1
PHY322060,1
PHY322061,2
PHY322063,1
PHY322065,1
PHY322068,1
PHY322074,1
PHY322085,1
PHY322088,2
PHY322090,1
PHY322091,1
PHY322095,2
PHY322100,1
PHY322102,1
PHY322104,1
PHY322105,6
PHY322106,1
PHY322109,1
PHY322110,1
PHY322112,3
PHY322122,2
PHY322127,1
PHY322131,1
PHY322133,1
PHY322134,1
PHY322137,1
PHY322138,1
PHY322139,2
PHY322140,1
PHY322143,4
PHY322147,1
PHY322148,2
PHY322149,21
PHY322164,16
PHY322165,2
PHY322169,1
PHY322184,17
PHY322187,7
PHY322188,3
PHY322189,2
PHY322191,1
PHY322194,1
PHY322195,1
PHY322200,12
PHY322202,2
PHY322205,4
PHY322211,3
PHY322214,1
PHY322218,1
PHY322222,3
PHY322231,1
PHY322233,4
PHY322239,1
PHY322240,1
PHY322243,3
PHY322245,1
PHY322254,1
PHY322261,1
PHY322263,1
PHY322269,1
PHY322272,1
PHY322273,1
PHY322275,1
PHY322278,2
PHY322280,3
PHY322284,1
PHY322285,1
PHY322294,1
PHY322295,7
PHY322296,2
PHY322305,11
PHY322314,2
PHY322315,2
PHY322316,1
PHY322322,1
PHY322327,1
PHY322328,56
PHY322330,4
PHY322331,2
PHY322333,1
PHY322339,2
PHY322351,1
PHY322352,4
PHY322355,1
PHY322357,2
PHY322358,2
PHY322363,3
PHY322365,1
PHY322366,2
PHY322368,1
PHY322371,1
PHY322373,3
PHY322376,2
PHY322381,1
PHY322383,1
PHY322385,1
PHY322387,3
PHY322394,1
PHY322398,1
PHY322406,23
PHY322410,1
PHY322415,2
PHY322416,2
PHY322417,1
PHY322418,1
PHY322423,2
PHY322425,4
PHY322426,1
PHY322429,1
PHY322431,1
PHY322434,1
PHY322435,2
PHY322441,2
PHY322444,1
PHY322445,1
PHY322446,1
PHY322455,2
PHY322457,1
PHY322459,2
PHY322462,5
PHY322467,1
PHY322471,2
PHY322477,1
PHY322478,1
PHY322479,1
PHY322481,3
PHY322482,1
PHY322488,1
PHY322493,1
PHY322497,4
PHY322498,1
PHY322500,1
PHY322503,1
PHY322509,2
PHY322510,3
PHY322517,1
PHY322520,4
PHY322521,2
PHY322525,2
PHY322528,3
PHY322529,15
PHY322530,2
PHY322533,1
PHY322535,1
PHY322537,1
PHY322543,2
PHY322545,1
PHY322550,2
PHY322554,4
PHY322557,4
PHY322562,1
PHY322566,1
PHY322572,1
PHY322574,2
PHY322575,1
PHY322580,1
PHY322584,1
PHY322586,13
PHY322589,1
PHY322592,2
PHY322595,1
PHY322596,1
PHY322597,1
PHY322605,1
PHY322607,1
PHY322608,1
PHY322611,1
PHY322613,1
PHY322616,5
PHY322618,2
PHY322621,1
PHY322622,1
PHY322624,8
PHY322625,1
PHY322628,1
PHY322630,1
PHY322633,1
PHY322637,1
PHY322639,9
PHY322642,4
PHY322647,1
PHY322649,1
PHY322650,1
PHY322655,1
PHY322656,5
PHY322659,1
PHY322673,1
PHY322679,2
PHY322681,4
PHY322684,1
PHY322686,1
PHY322689,1
PHY322691,1
PHY322694,1
PHY322697,1
PHY322698,1
PHY322699,2
PHY322700,1
PHY322702,1
PHY322711,1
PHY322715,6
PHY322719,1
PHY322720,2
PHY322724,3
PHY322726,1
PHY322727,2
PHY322728,1
PHY322729,2
PHY322731,1
PHY322732,1
PHY322734,1
PHY322735,11
PHY322737,2
PHY322742,5
PHY322743,1
PHY322746,1
PHY322748,1
PHY322751,1
PHY322756,3
PHY322758,1
PHY322760,1
PHY322762,1
PHY322766,1
PHY322767,1
PHY322768,1
PHY322769,6
PHY322774,4
PHY322775,71
PHY322779,1
PHY322782,1
PHY322784,1
PHY322787,1
PHY322789,2
PHY322792,1
PHY322795,2
PHY322798,1
PHY322799,1
PHY322801,1
PHY322808,2
PHY322810,5
PHY322814,1
PHY322816,18
PHY322825,1
PHY322834,1
PHY322835,10
PHY322843,1
PHY322844,1
PHY322852,4
PHY322853,22
PHY322855,1
PHY322866,13
PHY322869,1
PHY322873,1
PHY322877,1
PHY322878,1
PHY322879,4
PHY322883,22
PHY322897,9
PHY322898,1
PHY322900,6
PHY322901,1
PHY322909,1
PHY322911,1
PHY322912,7
PHY322913,1
PHY322915,1
PHY322916,1
PHY322919,1
PHY322920,1
PHY322922,1
PHY322924,2
PHY322928,1
PHY322930,2
PHY322932,2
PHY322943,8
PHY322945,2
PHY322952,1
PHY322956,1
PHY322957,1
PHY322959,3
PHY322962,1
PHY322964,1
PHY322967,1
PHY322969,2
PHY322976,2
PHY322978,1
PHY322979,1
PHY322986,1
PHY322987,4
PHY322989,1
PHY322995,1
PHY322996,1
PHY322998,2
PHY322999,1
PHY323000,1
PHY323008,1
PHY323010,2
PHY323012,1
PHY323013,1
PHY323021,2
PHY323022,11
PHY323024,1
PHY323030,1
PHY323032,2
PHY323033,1
PHY323036,1
PHY323040,1
PHY323042,1
PHY323045,1
PHY323053,1
PHY323054,1
PHY323061,1
PHY323062,3
PHY323063,9
PHY323064,2
PHY323068,3
PHY323071,2
PHY323075,1
PHY323079,8
PHY323089,1
PHY323091,1
PHY323092,1
PHY323095,3
PHY323104,1
PHY323109,1
PHY323110,1
PHY323116,1
PHY323120,2
