otherphysician,claimid
PHY315658,19
PHY315660,1
PHY315663,2
PHY315665,1
PHY315668,1
PHY315674,4
PHY315675,1
PHY315677,10
PHY315678,2
PHY315681,2
PHY315683,2
PHY315684,1
PHY315689,8
PHY315690,1
PHY315691,1
PHY315692,43
PHY315693,1
PHY315694,3
PHY315696,2
PHY315699,2
PHY315700,3
PHY315701,5
PHY315702,11
PHY315703,25
PHY315705,2
PHY315706,1
PHY315715,24
PHY315721,1
PHY315722,2
PHY315723,1
PHY315726,1
PHY315730,1
PHY315732,4
PHY315733,1
PHY315734,2
PHY315739,23
PHY315741,1
PHY315742,9
PHY315744,1
PHY315748,1
PHY315750,1
PHY315752,1
PHY315756,3
PHY315757,2
PHY315760,2
PHY315763,1
PHY315765,1
PHY315771,1
PHY315775,1
PHY315778,29
PHY315782,1
PHY315785,1
PHY315786,2
PHY315790,3
PHY315795,1
PHY315796,3
PHY315803,3
PHY315806,5
PHY315807,75
PHY315808,14
PHY315811,3
PHY315814,1
PHY315815,1
PHY315818,6
PHY315819,1
PHY315823,1
PHY315825,7
PHY315826,1
PHY315827,1
PHY315830,1
PHY315831,2
PHY315832,3
PHY315839,5
PHY315843,1
PHY315844,1
PHY315846,1
PHY315847,1
PHY315849,3
PHY315852,1
PHY315853,3
PHY315854,1
PHY315855,2
PHY315857,1
PHY315860,1
PHY315864,1
PHY315866,2
PHY315869,1
PHY315871,2
PHY315875,1
PHY315878,2
PHY315879,1
PHY315881,4
PHY315888,3
PHY315889,1
PHY315890,1
PHY315894,2
PHY315896,1
PHY315897,1
PHY315899,2
PHY315900,1
PHY315904,1
PHY315906,1
PHY315908,1
PHY315910,3
PHY315912,2
PHY315913,3
PHY315921,1
PHY315925,1
PHY315926,1
PHY315928,1
PHY315930,2
PHY315931,16
PHY315934,1
PHY315935,1
PHY315938,3
PHY315939,2
PHY315943,2
PHY315947,2
PHY315951,1
PHY315954,3
PHY315955,1
PHY315959,5
PHY315964,31
PHY315966,21
PHY315968,2
PHY315969,1
PHY315973,3
PHY315974,3
PHY315976,1
PHY315978,1
PHY315980,1
PHY315990,1
PHY315991,1
PHY315992,1
PHY315994,7
PHY315998,1
PHY315999,1
PHY316001,1
PHY316003,1
PHY316005,1
PHY316006,2
PHY316007,1
PHY316008,1
PHY316010,1
PHY316012,2
PHY316014,13
PHY316015,1
PHY316017,1
PHY316021,9
PHY316024,1
PHY316025,2
PHY316028,47
PHY316029,1
PHY316031,1
PHY316033,2
PHY316035,1
PHY316036,7
PHY316037,1
PHY316038,4
PHY316039,2
PHY316041,12
PHY316044,1
PHY316050,2
PHY316053,1
PHY316054,1
PHY316055,1
PHY316057,2
PHY316066,5
PHY316067,1
PHY316068,1
PHY316075,25
PHY316077,2
PHY316078,1
PHY316082,2
PHY316083,3
PHY316087,28
PHY316092,2
PHY316093,1
PHY316094,1
PHY316098,1
PHY316099,80
PHY316102,1
PHY316104,5
PHY316107,1
PHY316110,1
PHY316114,13
PHY316118,5
PHY316120,3
PHY316122,11
PHY316125,1
PHY316126,1
PHY316128,1
PHY316133,22
PHY316135,5
PHY316137,1
PHY316138,1
PHY316140,3
PHY316141,1
PHY316143,1
PHY316147,1
PHY316153,1
PHY316156,2
PHY316157,3
PHY316159,53
PHY316162,1
PHY316170,1
PHY316171,1
PHY316173,32
PHY316174,3
PHY316176,1
PHY316184,1
PHY316187,21
PHY316191,1
PHY316192,1
PHY316199,6
PHY316200,6
PHY316202,1
PHY316204,1
PHY316208,1
PHY316212,7
PHY316214,1
PHY316215,3
PHY316216,2
PHY316217,3
PHY316221,6
PHY316222,1
PHY316226,3
PHY316229,1
PHY316230,1
PHY316236,1
PHY316237,52
PHY316239,3
PHY316240,1
PHY316243,6
PHY316244,68
PHY316246,6
PHY316247,1
PHY316254,1
PHY316255,2
PHY316256,1
PHY316257,1
PHY316261,1
PHY316273,1
PHY316275,1
PHY316278,2
PHY316282,1
PHY316285,17
PHY316287,1
PHY316288,1
PHY316289,1
PHY316294,3
PHY316296,6
PHY316297,1
PHY316298,1
PHY316301,2
PHY316305,8
PHY316307,1
PHY316308,7
PHY316311,1
PHY316312,1
PHY316313,4
PHY316320,1
PHY316328,1
PHY316329,74
PHY316332,1
PHY316333,4
PHY316335,1
PHY316337,1
PHY316343,3
PHY316345,2
PHY316346,1
PHY316348,1
PHY316352,1
PHY316353,4
PHY316356,3
PHY316357,1
PHY316363,1
PHY316364,1
PHY316365,7
PHY316366,1
PHY316367,3
PHY316369,1
PHY316370,1
PHY316373,2
PHY316374,1
PHY316376,1
PHY316378,1
PHY316379,1
PHY316384,2
PHY316386,1
PHY316388,5
PHY316391,2
PHY316393,11
PHY316396,1
PHY316397,1
PHY316400,1
PHY316401,1
PHY316405,1
PHY316413,1
PHY316417,1
PHY316425,1
PHY316427,1
PHY316430,4
PHY316434,1
PHY316438,11
PHY316440,1
PHY316441,1
PHY316442,15
PHY316443,1
PHY316451,1
PHY316452,1
PHY316458,6
PHY316459,1
PHY316462,12
PHY316469,4
PHY316474,67
PHY316477,2
PHY316478,3
PHY316479,1
PHY316482,1
PHY316483,1
PHY316493,2
PHY316495,1
PHY316503,27
PHY316505,1
PHY316506,3
PHY316515,1
PHY316518,1
PHY316519,1
PHY316521,3
PHY316526,2
PHY316530,1
PHY316534,1
PHY316536,9
PHY316537,5
PHY316540,3
PHY316541,1
PHY316547,1
PHY316548,1
PHY316552,1
PHY316554,10
PHY316555,1
PHY316556,1
PHY316557,1
PHY316558,2
PHY316562,1
PHY316568,1
PHY316569,1
PHY316571,1
PHY316575,1
PHY316576,1
PHY316583,1
PHY316586,2
PHY316587,1
PHY316589,2
PHY316590,2
PHY316591,1
PHY316595,2
PHY316598,1
PHY316599,1
PHY316600,2
PHY316608,1
PHY316612,1
PHY316617,1
PHY316618,1
PHY316620,1
PHY316629,1
PHY316631,18
PHY316633,1
PHY316635,6
PHY316636,1
PHY316638,2
PHY316639,2
PHY316640,2
PHY316641,5
PHY316643,15
PHY316644,1
PHY316649,3
PHY316650,6
PHY316653,2
PHY316658,5
PHY316659,1
PHY316663,2
PHY316667,5
PHY316668,16
PHY316669,1
PHY316671,1
PHY316672,1
PHY316676,1
PHY316687,7
PHY316688,1
PHY316691,1
PHY316695,1
PHY316696,1
PHY316698,1
PHY316699,1
PHY316700,2
PHY316703,1
PHY316704,1
PHY316707,4
PHY316709,2
PHY316711,2
PHY316717,1
PHY316719,1
PHY316720,1
PHY316721,1
PHY316725,1
PHY316728,1
PHY316729,1
PHY316734,2
PHY316737,1
PHY316744,1
PHY316745,1
PHY316746,1
PHY316756,3
PHY316763,1
PHY316764,2
PHY316765,4
PHY316773,18
PHY316774,6
PHY316776,3
PHY316778,1
PHY316780,3
PHY316782,4
PHY316783,3
PHY316785,1
PHY316789,4
PHY316791,2
PHY316795,3
PHY316797,2
PHY316798,22
PHY316799,1
PHY316800,3
PHY316802,2
PHY316803,25
PHY316807,2
PHY316809,1
PHY316811,3
PHY316812,2
PHY316814,1
PHY316815,3
PHY316819,2
PHY316822,1
PHY316823,1
PHY316825,1
PHY316826,2
PHY316827,1
PHY316833,1
PHY316836,1
PHY316839,1
PHY316846,1
PHY316852,2
PHY316853,1
PHY316854,1
PHY316855,5
PHY316857,7
PHY316861,1
PHY316862,1
PHY316863,2
PHY316865,1
PHY316869,3
PHY316875,3
PHY316878,1
PHY316879,5
PHY316883,1
PHY316886,1
PHY316888,1
PHY316891,3
PHY316894,2
PHY316896,2
PHY316901,2
PHY316910,1
PHY316911,9
PHY316913,3
PHY316915,1
PHY316917,23
PHY316924,1
PHY316929,1
PHY316931,1
PHY316932,1
PHY316933,1
PHY316935,1
PHY316937,4
PHY316941,2
PHY316942,1
PHY316946,2
PHY316947,2
PHY316948,4
PHY316950,54
PHY316952,2
PHY316954,3
PHY316958,2
PHY316959,1
PHY316967,1
PHY316969,2
PHY316972,2
PHY316973,1
PHY316974,3
PHY316976,1
PHY316977,1
PHY316979,1
PHY316981,9
PHY316984,1
PHY316985,1
PHY316987,1
PHY316991,1
PHY316992,1
PHY316995,1
PHY316996,1
PHY316997,2
PHY317002,1
PHY317004,1
PHY317006,7
PHY317007,2
PHY317012,2
PHY317014,3
PHY317017,1
PHY317020,2
PHY317022,1
PHY317024,3
PHY317025,13
PHY317027,1
PHY317028,2
PHY317032,7
PHY317033,1
PHY317034,2
PHY317037,1
PHY317039,2
PHY317042,2
PHY317043,3
PHY317046,22
PHY317047,19
PHY317055,1
PHY317061,1
PHY317062,1
PHY317065,1
PHY317066,1
PHY317071,1
PHY317072,2
PHY317078,55
PHY317084,4
PHY317087,2
PHY317088,8
PHY317092,23
PHY317094,1
PHY317098,1
PHY317100,1
PHY317101,4
PHY317103,1
PHY317105,17
PHY317106,2
PHY317116,7
PHY317118,1
PHY317119,6
PHY317126,1
PHY317127,5
PHY317128,1
PHY317129,1
PHY317130,1
PHY317132,3
PHY317135,2
PHY317139,4
PHY317142,22
PHY317143,1
PHY317145,4
PHY317147,10
PHY317148,10
PHY317150,3
PHY317152,3
PHY317153,1
PHY317154,1
PHY317155,1
PHY317160,1
PHY317161,1
PHY317162,1
PHY317163,1
PHY317170,1
PHY317173,1
PHY317175,1
PHY317176,1
PHY317177,1
PHY317178,2
PHY317180,1
PHY317183,13
PHY317185,47
PHY317186,1
PHY317187,2
PHY317192,1
PHY317195,2
PHY317196,1
PHY317197,1
PHY317201,1
PHY317202,1
PHY317208,10
PHY317215,1
PHY317217,1
PHY317222,3
PHY317224,7
PHY317225,7
PHY317229,10
PHY317230,4
PHY317231,1
PHY317233,1
PHY317237,2
PHY317238,1
PHY317240,1
PHY317242,2
PHY317245,1
PHY317249,4
PHY317250,9
PHY317251,1
PHY317253,1
PHY317256,1
PHY317257,4
PHY317260,2
PHY317267,6
PHY317268,1
PHY317269,1
PHY317272,1
PHY317277,1
PHY317283,1
PHY317287,1
PHY317288,10
PHY317290,1
PHY317291,1
PHY317293,2
PHY317298,1
PHY317299,2
PHY317303,1
PHY317304,2
PHY317305,1
PHY317306,1
PHY317307,6
PHY317308,1
PHY317310,1
PHY317311,1
PHY317313,1
PHY317317,1
PHY317328,1
PHY317329,1
PHY317336,1
PHY317337,1
PHY317339,1
PHY317343,6
PHY317345,2
PHY317346,19
PHY317347,48
PHY317349,4
PHY317351,6
PHY317352,1
PHY317355,1
PHY317356,1
PHY317360,2
PHY317362,2
PHY317365,4
PHY317367,3
PHY317373,1
PHY317375,1
PHY317376,1
PHY317379,2
PHY317380,1
PHY317382,6
PHY317388,3
PHY317392,1
PHY317395,1
PHY317397,2
PHY317402,1
PHY317403,2
PHY317404,1
PHY317407,1
PHY317409,13
PHY317413,2
PHY317414,3
PHY317415,3
PHY317417,1
PHY317419,1
PHY317422,6
PHY317424,13
PHY317426,13
PHY317429,1
PHY317430,1
PHY317435,1
PHY317438,65
PHY317439,10
PHY317442,2
PHY317444,5
PHY317447,2
PHY317448,3
PHY317450,3
PHY317451,1
PHY317454,1
PHY317457,1
PHY317463,1
PHY317464,3
PHY317465,1
PHY317470,2
PHY317471,2
PHY317478,2
PHY317484,1
PHY317485,1
PHY317490,1
PHY317491,1
PHY317492,2
PHY317493,2
PHY317497,1
PHY317500,1
PHY317502,6
PHY317506,47
PHY317507,2
PHY317518,1
PHY317519,2
PHY317520,2
PHY317521,46
PHY317524,1
PHY317526,2
PHY317527,1
PHY317528,5
PHY317529,183
PHY317531,1
PHY317533,1
PHY317534,1
PHY317541,1
PHY317543,1
PHY317546,1
PHY317547,1
PHY317549,2
PHY317551,1
PHY317556,1
PHY317564,1
PHY317565,1
PHY317566,2
PHY317567,2
PHY317570,1
PHY317572,18
PHY317577,1
PHY317585,1
PHY317586,8
PHY317587,1
PHY317589,1
PHY317592,1
PHY317593,2
PHY317595,1
PHY317597,2
PHY317599,16
PHY317600,1
PHY317601,1
PHY317604,2
PHY317605,1
PHY317606,1
PHY317607,1
PHY317609,1
PHY317612,1
PHY317613,1
PHY317614,1
PHY317616,1
PHY317617,2
PHY317618,1
PHY317619,6
PHY317628,1
PHY317631,1
PHY317633,2
PHY317636,1
PHY317637,2
PHY317639,2
PHY317641,1
PHY317647,1
PHY317648,1
PHY317649,1
PHY317650,2
PHY317655,8
PHY317660,2
PHY317663,61
PHY317665,11
PHY317670,2
PHY317672,1
PHY317673,1
PHY317674,2
PHY317675,4
PHY317676,2
PHY317679,16
PHY317682,2
PHY317684,1
PHY317685,12
PHY317686,3
PHY317687,1
PHY317689,1
PHY317690,2
PHY317693,1
PHY317694,4
PHY317695,45
PHY317697,5
PHY317698,2
PHY317699,1
PHY317704,3
PHY317706,2
PHY317707,1
PHY317708,1
PHY317709,1
PHY317711,41
PHY317712,1
PHY317713,1
PHY317715,1
PHY317716,4
PHY317719,1
PHY317721,1
PHY317722,1
PHY317723,1
PHY317724,10
PHY317729,1
PHY317730,4
PHY317731,1
PHY317736,1
PHY317738,5
PHY317739,12
PHY317745,4
PHY317746,1
PHY317747,1
PHY317750,2
PHY317751,1
PHY317755,1
PHY317756,1
PHY317758,3
PHY317761,1
PHY317769,2
PHY317773,1
PHY317774,1
PHY317775,1
PHY317777,4
PHY317779,1
PHY317782,11
PHY317783,3
PHY317787,1
PHY317790,2
PHY317795,1
PHY317799,1
PHY317803,1
PHY317807,1
PHY317810,1
PHY317812,1
PHY317814,2
PHY317815,1
PHY317816,1
PHY317817,3
PHY317818,1
PHY317822,1
PHY317827,1
PHY317829,4
PHY317830,1
PHY317832,1
PHY317833,11
PHY317836,1
PHY317839,3
PHY317840,1
PHY317841,1
PHY317843,8
PHY317846,1
PHY317848,1
PHY317850,6
PHY317851,1
PHY317853,1
PHY317855,1
PHY317858,1
PHY317859,1
PHY317861,5
PHY317862,79
PHY317864,4
PHY317867,2
PHY317868,3
PHY317869,1
PHY317872,27
PHY317875,1
PHY317878,1
PHY317880,2
PHY317882,2
PHY317886,1
PHY317889,1
PHY317892,3
PHY317898,1
PHY317901,1
PHY317905,1
PHY317908,1
PHY317910,1
PHY317911,1
PHY317912,7
PHY317914,1
PHY317917,1
PHY317922,13
PHY317923,10
PHY317927,1
PHY317930,3
PHY317932,1
PHY317933,3
PHY317934,2
PHY317936,3
PHY317937,3
PHY317938,1
PHY317940,1
PHY317941,2
PHY317945,3
PHY317947,1
PHY317948,1
PHY317949,10
PHY317951,1
PHY317953,1
PHY317960,1
PHY317964,2
PHY317965,1
PHY317966,3
PHY317967,1
PHY317978,2
PHY317981,1
PHY317982,4
PHY317983,1
PHY317989,1
PHY317990,1
PHY317993,1
PHY317994,1
PHY317995,1
PHY317996,4
PHY317997,13
PHY317998,1
PHY317999,1
PHY318002,1
PHY318006,2
PHY318012,3
PHY318018,1
PHY318019,1
PHY318021,20
PHY318024,1
PHY318026,2
PHY318029,4
PHY318032,16
PHY318035,1
PHY318037,1
PHY318041,7
PHY318046,1
PHY318047,1
PHY318048,3
PHY318049,1
PHY318051,1
PHY318052,11
PHY318058,21
PHY318059,1
PHY318060,1
PHY318061,1
PHY318067,4
PHY318068,1
PHY318069,4
PHY318074,1
PHY318075,1
PHY318079,2
PHY318088,1
PHY318090,1
PHY318093,5
PHY318104,4
PHY318106,1
PHY318108,2
PHY318109,3
PHY318111,8
PHY318113,1
PHY318114,1
PHY318119,23
PHY318120,1
PHY318122,1
PHY318124,1
PHY318131,4
PHY318132,1
PHY318134,1
PHY318136,24
PHY318139,1
PHY318140,3
PHY318145,2
PHY318146,1
PHY318147,1
PHY318155,2
PHY318158,1
PHY318162,1
PHY318163,1
PHY318164,3
PHY318165,1
PHY318166,2
PHY318170,3
PHY318172,1
PHY318176,1
PHY318180,3
PHY318181,2
PHY318183,2
PHY318184,1
PHY318189,1
PHY318191,1
PHY318201,2
PHY318202,16
PHY318206,3
PHY318207,1
PHY318214,2
PHY318215,1
PHY318216,1
PHY318229,4
PHY318232,3
PHY318244,1
PHY318251,1
PHY318252,1
PHY318254,1
PHY318258,1
PHY318266,1
PHY318269,11
PHY318274,5
PHY318277,3
PHY318281,2
PHY318284,2
PHY318287,4
PHY318294,3
PHY318295,1
PHY318297,10
PHY318302,38
PHY318303,2
PHY318304,2
PHY318315,2
PHY318321,3
PHY318324,1
PHY318325,1
PHY318326,2
PHY318330,5
PHY318331,1
PHY318332,3
PHY318333,3
PHY318338,1
PHY318340,1
PHY318342,1
PHY318343,105
PHY318344,2
PHY318346,1
PHY318347,14
PHY318348,4
PHY318352,1
PHY318353,1
PHY318355,4
PHY318356,1
PHY318357,2
PHY318361,1
PHY318367,1
PHY318369,4
PHY318370,3
PHY318373,2
PHY318375,2
PHY318376,1
PHY318378,1
PHY318380,4
PHY318385,1
PHY318386,2
PHY318387,1
PHY318388,2
PHY318389,1
PHY318390,4
PHY318392,1
PHY318396,1
PHY318398,1
PHY318405,1
PHY318406,1
PHY318407,1
PHY318411,2
PHY318413,1
PHY318415,1
PHY318417,1
PHY318418,1
PHY318430,2
PHY318433,1
PHY318435,1
PHY318441,1
PHY318446,1
PHY318447,75
PHY318448,1
PHY318453,12
PHY318457,6
PHY318459,3
PHY318463,2
PHY318464,9
PHY318467,6
PHY318468,1
PHY318481,8
PHY318489,1
PHY318491,1
PHY318494,1
PHY318496,1
PHY318497,5
PHY318499,4
PHY318505,2
PHY318506,1
PHY318507,1
PHY318509,6
PHY318513,1
PHY318518,2
PHY318519,2
PHY318524,1
PHY318525,33
PHY318527,2
PHY318531,1
PHY318532,1
PHY318534,1
PHY318535,1
PHY318539,103
PHY318540,10
PHY318541,1
PHY318544,2
PHY318547,3
PHY318553,6
PHY318558,9
PHY318563,1
PHY318566,1
PHY318574,5
PHY318575,1
PHY318576,1
PHY318578,28
PHY318582,7
PHY318583,1
PHY318589,1
PHY318594,1
PHY318595,1
PHY318597,1
PHY318599,1
PHY318600,1
PHY318607,2
PHY318609,1
PHY318611,1
PHY318620,1
PHY318621,1
PHY318623,15
PHY318624,6
PHY318626,3
PHY318627,1
PHY318628,2
PHY318629,1
PHY318631,2
PHY318634,2
PHY318635,4
PHY318637,2
PHY318639,1
PHY318641,42
PHY318643,1
PHY318647,3
PHY318650,6
PHY318658,1
PHY318661,4
PHY318664,1
PHY318668,9
PHY318672,1
PHY318675,5
PHY318679,4
PHY318680,4
PHY318682,2
PHY318683,1
PHY318686,1
PHY318687,3
PHY318688,1
PHY318702,1
PHY318704,1
PHY318706,1
PHY318709,1
PHY318710,1
PHY318714,5
PHY318716,3
PHY318717,1
PHY318718,1
PHY318724,1
PHY318727,4
PHY318729,2
PHY318731,2
PHY318732,1
PHY318734,13
PHY318744,1
PHY318749,1
PHY318750,1
PHY318751,1
PHY318753,2
PHY318756,4
PHY318760,1
PHY318762,2
PHY318764,4
PHY318767,3
PHY318770,1
PHY318773,41
PHY318777,1
PHY318783,2
PHY318787,1
PHY318790,3
PHY318792,1
PHY318793,1
PHY318796,1
PHY318797,1
PHY318800,1
PHY318806,1
PHY318811,4
PHY318815,6
PHY318816,2
PHY318819,1
PHY318826,1
PHY318829,2
PHY318838,5
PHY318843,1
PHY318844,1
PHY318847,1
PHY318848,1
PHY318849,1
PHY318851,3
PHY318854,1
PHY318855,4
PHY318856,1
PHY318860,1
PHY318861,1
PHY318867,3
PHY318869,5
PHY318870,1
PHY318871,5
PHY318873,1
PHY318883,1
PHY318888,1
PHY318896,1
PHY318897,3
PHY318899,1
PHY318900,1
PHY318907,1
PHY318908,1
PHY318914,1
PHY318915,2
PHY318916,1
PHY318919,1
PHY318920,1
PHY318922,3
PHY318923,7
PHY318924,6
PHY318926,1
PHY318929,1
PHY318930,1
PHY318931,3
PHY318936,54
PHY318940,4
PHY318942,18
PHY318944,1
PHY318946,1
PHY318948,1
PHY318950,1
PHY318954,1
PHY318955,1
PHY318957,1
PHY318963,1
PHY318964,1
PHY318967,2
PHY318969,4
PHY318970,4
PHY318971,2
PHY318972,1
PHY318976,1
PHY318980,1
PHY318981,1
PHY318983,2
PHY318988,2
PHY318990,1
PHY318997,1
PHY318999,1
PHY319000,1
PHY319002,1
PHY319004,5
PHY319010,1
PHY319012,6
PHY319017,1
PHY319018,3
PHY319019,7
PHY319020,1
PHY319022,2
PHY319024,4
PHY319025,1
PHY319026,1
PHY319028,1
PHY319030,1
PHY319032,1
PHY319039,138
PHY319041,2
PHY319042,2
PHY319044,2
PHY319050,2
PHY319051,1
PHY319052,1
PHY319055,1
PHY319058,1
PHY319059,1
PHY319060,20
PHY319061,1
PHY319062,1
PHY319065,3
PHY319067,2
PHY319068,2
PHY319069,1
PHY319075,3
PHY319079,2
PHY319081,1
PHY319082,2
PHY319083,1
PHY319090,5
PHY319093,1
PHY319097,1
PHY319098,1
PHY319103,1
PHY319106,1
PHY319109,1
PHY319110,1
PHY319111,2
PHY319116,14
PHY319120,3
PHY319121,1
PHY319126,1
PHY319127,1
PHY319129,1
PHY319134,2
PHY319138,1
PHY319139,1
PHY319140,1
PHY319144,3
PHY319146,1
PHY319147,1
PHY319152,2
PHY319153,9
PHY319155,1
PHY319156,1
PHY319159,1
PHY319161,2
PHY319163,3
PHY319167,5
PHY319174,12
PHY319175,2
PHY319176,5
PHY319181,2
PHY319184,48
PHY319185,1
PHY319186,2
PHY319191,1
PHY319192,1
PHY319193,5
PHY319195,1
PHY319197,1
PHY319199,1
PHY319205,14
PHY319206,5
PHY319208,2
PHY319210,2
PHY319211,2
PHY319217,2
PHY319218,1
PHY319219,1
PHY319221,10
PHY319222,1
PHY319227,2
PHY319228,3
PHY319229,3
PHY319230,8
PHY319231,1
PHY319234,1
PHY319235,1
PHY319236,1
PHY319240,11
PHY319241,1
PHY319252,1
PHY319253,2
PHY319254,1
PHY319262,1
PHY319265,1
PHY319268,1
PHY319270,2
PHY319275,1
PHY319278,1
PHY319279,2
PHY319281,2
PHY319283,1
PHY319288,1
PHY319290,2
PHY319293,8
PHY319296,1
PHY319301,4
PHY319304,1
PHY319310,2
PHY319313,6
PHY319315,1
PHY319316,2
PHY319321,4
PHY319324,1
PHY319325,1
PHY319327,1
PHY319329,1
PHY319330,1
PHY319331,1
PHY319337,1
PHY319340,3
PHY319341,1
PHY319342,1
PHY319343,2
PHY319344,1
PHY319345,5
PHY319349,100
PHY319352,1
PHY319360,2
PHY319362,2
PHY319369,39
PHY319372,1
PHY319376,5
PHY319380,1
PHY319382,1
PHY319383,1
PHY319386,2
PHY319389,1
PHY319392,1
PHY319393,4
PHY319395,4
PHY319396,1
PHY319400,3
PHY319401,1
PHY319407,1
PHY319408,1
PHY319412,1
PHY319416,1
PHY319419,1
PHY319421,3
PHY319423,1
PHY319424,1
PHY319429,1
PHY319432,1
PHY319434,12
PHY319437,1
PHY319438,1
PHY319439,9
PHY319440,1
PHY319442,1
PHY319445,10
PHY319448,2
PHY319456,1
PHY319463,2
PHY319464,1
PHY319467,6
PHY319470,1
PHY319471,1
PHY319474,1
PHY319476,1
PHY319478,1
PHY319480,2
PHY319481,2
PHY319485,2
PHY319486,13
PHY319489,1
PHY319490,2
PHY319494,2
PHY319495,5
PHY319497,1
PHY319499,1
PHY319500,1
PHY319506,1
PHY319507,1
PHY319508,1
PHY319510,1
PHY319511,1
PHY319513,14
PHY319515,2
PHY319516,1
PHY319520,1
PHY319523,5
PHY319524,5
PHY319525,2
PHY319528,1
PHY319529,2
PHY319530,1
PHY319532,1
PHY319536,1
PHY319537,1
PHY319541,1
PHY319543,1
PHY319545,3
PHY319548,4
PHY319549,2
PHY319550,2
PHY319558,1
PHY319559,2
PHY319560,2
PHY319561,1
PHY319564,1
PHY319565,1
PHY319567,1
PHY319570,1
PHY319571,1
PHY319572,1
PHY319573,7
PHY319575,1
PHY319577,1
PHY319578,1
PHY319579,21
PHY319582,1
PHY319586,1
PHY319587,14
PHY319588,1
PHY319595,29
PHY319597,2
PHY319598,1
PHY319605,2
PHY319607,1
PHY319609,4
PHY319615,1
PHY319616,1
PHY319619,1
PHY319620,2
PHY319622,1
PHY319623,8
PHY319624,2
PHY319637,1
PHY319640,1
PHY319641,3
PHY319642,1
PHY319655,2
PHY319656,1
PHY319657,1
PHY319659,1
PHY319660,1
PHY319663,31
PHY319664,1
PHY319668,13
PHY319672,3
PHY319674,2
PHY319675,1
PHY319677,1
PHY319679,6
PHY319681,2
PHY319685,1
PHY319686,4
PHY319690,1
PHY319692,3
PHY319693,1
PHY319699,3
PHY319700,4
PHY319701,1
PHY319703,1
PHY319708,1
PHY319709,1
PHY319715,1
PHY319716,9
PHY319727,1
PHY319730,4
PHY319736,1
PHY319737,1
PHY319738,1
PHY319739,5
PHY319740,8
PHY319742,3
PHY319744,3
PHY319745,7
PHY319748,2
PHY319749,1
PHY319751,1
PHY319752,2
PHY319764,1
PHY319765,3
PHY319766,1
PHY319767,3
PHY319768,1
PHY319769,1
PHY319772,2
PHY319773,1
PHY319774,1
PHY319775,1
PHY319777,5
PHY319778,1
PHY319780,2
PHY319783,1
PHY319784,3
PHY319788,3
PHY319793,2
PHY319795,1
PHY319798,1
PHY319800,10
PHY319803,1
PHY319807,1
PHY319809,7
PHY319811,1
PHY319815,3
PHY319816,14
PHY319819,1
PHY319821,1
PHY319822,3
PHY319825,1
PHY319826,1
PHY319829,1
PHY319831,4
PHY319833,5
PHY319834,2
PHY319839,1
PHY319841,1
PHY319843,1
PHY319845,1
PHY319848,1
PHY319850,1
PHY319853,1
PHY319858,1
PHY319859,1
PHY319861,3
PHY319862,2
PHY319863,4
PHY319866,1
PHY319867,1
PHY319869,1
PHY319875,5
PHY319877,3
PHY319878,64
PHY319881,2
PHY319882,4
PHY319889,2
PHY319894,1
PHY319896,1
PHY319897,7
PHY319898,6
PHY319901,1
PHY319905,2
PHY319907,2
PHY319908,1
PHY319909,2
PHY319912,1
PHY319913,18
PHY319920,1
PHY319921,5
PHY319922,1
PHY319923,1
PHY319924,1
PHY319925,1
PHY319926,9
PHY319936,1
PHY319937,2
PHY319940,3
PHY319942,1
PHY319951,2
PHY319952,4
PHY319953,5
PHY319954,7
PHY319956,1
PHY319957,2
PHY319958,76
PHY319959,1
PHY319960,1
PHY319964,1
PHY319966,6
PHY319968,1
PHY319972,1
PHY319973,120
PHY319974,1
PHY319976,6
PHY319977,1
PHY319981,1
PHY319984,1
PHY319986,1
PHY319991,8
PHY319993,3
PHY319994,1
PHY319996,1
PHY320000,1
PHY320003,3
PHY320005,1
PHY320007,1
PHY320008,2
PHY320010,1
PHY320011,1
PHY320014,1
PHY320018,2
PHY320023,11
PHY320025,1
PHY320033,1
PHY320037,2
PHY320043,1
PHY320044,1
PHY320047,2
PHY320048,1
PHY320050,2
PHY320051,1
PHY320054,2
PHY320055,1
PHY320062,2
PHY320070,1
PHY320071,2
PHY320080,1
PHY320084,28
PHY320089,1
PHY320097,1
PHY320098,1
PHY320100,1
PHY320101,8
PHY320102,1
PHY320103,1
PHY320104,35
PHY320109,1
PHY320112,1
PHY320115,4
PHY320116,1
PHY320118,8
PHY320123,1
PHY320124,2
PHY320125,27
PHY320129,5
PHY320130,3
PHY320132,2
PHY320137,1
PHY320145,4
PHY320149,2
PHY320152,2
PHY320153,1
PHY320154,1
PHY320155,1
PHY320156,7
PHY320157,1
PHY320158,17
PHY320163,4
PHY320164,1
PHY320169,1
PHY320170,2
PHY320175,1
PHY320180,1
PHY320181,1
PHY320185,1
PHY320186,27
PHY320188,25
PHY320191,12
PHY320194,3
PHY320195,1
PHY320196,2
PHY320199,4
PHY320200,1
PHY320201,2
PHY320202,1
PHY320205,3
PHY320209,1
PHY320210,1
PHY320211,1
PHY320213,1
PHY320214,4
PHY320215,15
PHY320216,3
PHY320218,74
PHY320225,2
PHY320228,1
PHY320229,1
PHY320233,1
PHY320237,3
PHY320241,1
PHY320242,1
PHY320249,1
PHY320251,2
PHY320253,2
PHY320259,2
